date,crime_type,state,Primary Category,Secondary Category,Months Difference
2023-12-01,ASSAULT 3 & RELATED OFFENSES,New York,Violent Crimes,ASSAULT,12
2023-12-01,ASSAULT 3 & RELATED OFFENSES,New York,Violent Crimes,ASSAULT,12
2023-12-01,ASSAULT 3 & RELATED OFFENSES,New York,Violent Crimes,ASSAULT,12
2023-12-01,ASSAULT 3 & RELATED OFFENSES,New York,Violent Crimes,ASSAULT,12
2023-12-01,ROBBERY,New York,Violent Crimes,ROBBERY,12
2023-12-01,ROBBERY,New York,Violent Crimes,ROBBERY,12
2023-12-01,BURGLARY,New York,Property Crimes,BURGLARY,12
2023-12-01,BURGLARY,New York,Property Crimes,BURGLARY,12
2023-12-01,ROBBERY,New York,Violent Crimes,ROBBERY,12
2023-12-01,ASSAULT 3 & RELATED OFFENSES,New York,Violent Crimes,ASSAULT,12
2023-12-01,ASSAULT 3 & RELATED OFFENSES,New York,Violent Crimes,ASSAULT,12
2023-12-01,BURGLARY,New York,Property Crimes,BURGLARY,12
2023-12-01,ASSAULT 3 & RELATED OFFENSES,New York,Violent Crimes,ASSAULT,12
2023-12-01,ASSAULT 3 & RELATED OFFENSES,New York,Violent Crimes,ASSAULT,12
2023-12-01,ASSAULT 3 & RELATED OFFENSES,New York,Violent Crimes,ASSAULT,12
2023-12-01,BURGLARY,New York,Property Crimes,BURGLARY,12
2023-12-01,ASSAULT 3 & RELATED OFFENSES,New York,Violent Crimes,ASSAULT,12
2023-12-01,ASSAULT 3 & RELATED OFFENSES,New York,Violent Crimes,ASSAULT,12
2023-12-01,FELONY ASSAULT,New York,Violent Crimes,ASSAULT,12
2023-12-01,ASSAULT 3 & RELATED OFFENSES,New York,Violent Crimes,ASSAULT,12
2023-12-01,ASSAULT 3 & RELATED OFFENSES,New York,Violent Crimes,ASSAULT,12
2023-12-01,ASSAULT 3 & RELATED OFFENSES,New York,Violent Crimes,ASSAULT,12
2023-12-01,BURGLARY,New York,Property Crimes,BURGLARY,12
2023-12-01,FELONY ASSAULT,New York,Violent Crimes,ASSAULT,12
2023-12-01,ROBBERY,New York,Violent Crimes,ROBBERY,12
2023-12-01,ASSAULT 3 & RELATED OFFENSES,New York,Violent Crimes,ASSAULT,12
2023-12-01,FELONY ASSAULT,New York,Violent Crimes,ASSAULT,12
2023-12-01,ROBBERY,New York,Violent Crimes,ROBBERY,12
2023-12-01,ASSAULT 3 & RELATED OFFENSES,New York,Violent Crimes,ASSAULT,12
2023-12-01,ASSAULT 3 & RELATED OFFENSES,New York,Violent Crimes,ASSAULT,12
2023-12-01,ASSAULT 3 & RELATED OFFENSES,New York,Violent Crimes,ASSAULT,12
2023-12-01,ASSAULT 3 & RELATED OFFENSES,New York,Violent Crimes,ASSAULT,12
2023-12-01,ROBBERY,New York,Violent Crimes,ROBBERY,12
2023-12-01,ROBBERY,New York,Violent Crimes,ROBBERY,12
2023-12-01,ASSAULT 3 & RELATED OFFENSES,New York,Violent Crimes,ASSAULT,12
2023-12-01,ASSAULT 3 & RELATED OFFENSES,New York,Violent Crimes,ASSAULT,12
2023-02-01,ASSAULT 3 & RELATED OFFENSES,New York,Violent Crimes,ASSAULT,22
2023-12-01,ASSAULT 3 & RELATED OFFENSES,New York,Violent Crimes,ASSAULT,12
2023-12-01,ASSAULT 3 & RELATED OFFENSES,New York,Violent Crimes,ASSAULT,12
2023-12-01,ROBBERY,New York,Violent Crimes,ROBBERY,12
2023-12-01,ROBBERY,New York,Violent Crimes,ROBBERY,12
2023-12-01,ASSAULT 3 & RELATED OFFENSES,New York,Violent Crimes,ASSAULT,12
2023-12-01,ASSAULT 3 & RELATED OFFENSES,New York,Violent Crimes,ASSAULT,12
2023-12-01,FELONY ASSAULT,New York,Violent Crimes,ASSAULT,12
2023-08-01,FELONY ASSAULT,New York,Violent Crimes,ASSAULT,16
2023-12-01,ASSAULT 3 & RELATED OFFENSES,New York,Violent Crimes,ASSAULT,12
2023-12-01,ASSAULT 3 & RELATED OFFENSES,New York,Violent Crimes,ASSAULT,12
2023-12-01,FELONY ASSAULT,New York,Violent Crimes,ASSAULT,12
2023-12-01,ASSAULT 3 & RELATED OFFENSES,New York,Violent Crimes,ASSAULT,12
2023-12-01,ASSAULT 3 & RELATED OFFENSES,New York,Violent Crimes,ASSAULT,12
2023-12-01,ASSAULT 3 & RELATED OFFENSES,New York,Violent Crimes,ASSAULT,12
2023-12-01,FELONY ASSAULT,New York,Violent Crimes,ASSAULT,12
2023-12-01,FELONY ASSAULT,New York,Violent Crimes,ASSAULT,12
2023-12-01,FELONY ASSAULT,New York,Violent Crimes,ASSAULT,12
2023-12-01,ROBBERY,New York,Violent Crimes,ROBBERY,12
2023-12-01,BURGLARY,New York,Property Crimes,BURGLARY,12
2023-12-01,ASSAULT 3 & RELATED OFFENSES,New York,Violent Crimes,ASSAULT,12
2023-12-01,FELONY ASSAULT,New York,Violent Crimes,ASSAULT,12
2023-12-01,ASSAULT 3 & RELATED OFFENSES,New York,Violent Crimes,ASSAULT,12
2023-12-01,ASSAULT 3 & RELATED OFFENSES,New York,Violent Crimes,ASSAULT,12
2023-12-01,ASSAULT 3 & RELATED OFFENSES,New York,Violent Crimes,ASSAULT,12
2023-12-01,ROBBERY,New York,Violent Crimes,ROBBERY,12
2023-12-01,ASSAULT 3 & RELATED OFFENSES,New York,Violent Crimes,ASSAULT,12
2023-12-01,ASSAULT 3 & RELATED OFFENSES,New York,Violent Crimes,ASSAULT,12
2023-12-01,ASSAULT 3 & RELATED OFFENSES,New York,Violent Crimes,ASSAULT,12
2023-12-01,FELONY ASSAULT,New York,Violent Crimes,ASSAULT,12
2023-12-01,ASSAULT 3 & RELATED OFFENSES,New York,Violent Crimes,ASSAULT,12
2023-12-01,FELONY ASSAULT,New York,Violent Crimes,ASSAULT,12
2023-12-01,FELONY ASSAULT,New York,Violent Crimes,ASSAULT,12
2023-12-01,ROBBERY,New York,Violent Crimes,ROBBERY,12
2023-12-01,ARSON,New York,Miscellaneous Crimes,ARSON,12
2023-12-01,ASSAULT 3 & RELATED OFFENSES,New York,Violent Crimes,ASSAULT,12
2023-12-01,FELONY ASSAULT,New York,Violent Crimes,ASSAULT,12
2023-12-01,ROBBERY,New York,Violent Crimes,ROBBERY,12
2023-12-01,ASSAULT 3 & RELATED OFFENSES,New York,Violent Crimes,ASSAULT,12
2023-12-01,ASSAULT 3 & RELATED OFFENSES,New York,Violent Crimes,ASSAULT,12
2023-12-01,ASSAULT 3 & RELATED OFFENSES,New York,Violent Crimes,ASSAULT,12
2023-12-01,BURGLARY,New York,Property Crimes,BURGLARY,12
2023-12-01,ASSAULT 3 & RELATED OFFENSES,New York,Violent Crimes,ASSAULT,12
2023-12-01,ASSAULT 3 & RELATED OFFENSES,New York,Violent Crimes,ASSAULT,12
2023-12-01,ROBBERY,New York,Violent Crimes,ROBBERY,12
2023-12-01,FELONY ASSAULT,New York,Violent Crimes,ASSAULT,12
2023-12-01,BURGLARY,New York,Property Crimes,BURGLARY,12
2023-12-01,ASSAULT 3 & RELATED OFFENSES,New York,Violent Crimes,ASSAULT,12
2023-12-01,ASSAULT 3 & RELATED OFFENSES,New York,Violent Crimes,ASSAULT,12
2023-12-01,BURGLARY,New York,Property Crimes,BURGLARY,12
2023-12-01,FELONY ASSAULT,New York,Violent Crimes,ASSAULT,12
2023-12-01,FELONY ASSAULT,New York,Violent Crimes,ASSAULT,12
2023-10-01,ASSAULT 3 & RELATED OFFENSES,New York,Violent Crimes,ASSAULT,14
2023-12-01,ASSAULT 3 & RELATED OFFENSES,New York,Violent Crimes,ASSAULT,12
2023-12-01,ASSAULT 3 & RELATED OFFENSES,New York,Violent Crimes,ASSAULT,12
2023-12-01,FELONY ASSAULT,New York,Violent Crimes,ASSAULT,12
2023-12-01,FELONY ASSAULT,New York,Violent Crimes,ASSAULT,12
2023-12-01,BURGLARY,New York,Property Crimes,BURGLARY,12
2023-12-01,FELONY ASSAULT,New York,Violent Crimes,ASSAULT,12
2023-12-01,ASSAULT 3 & RELATED OFFENSES,New York,Violent Crimes,ASSAULT,12
2023-12-01,ASSAULT 3 & RELATED OFFENSES,New York,Violent Crimes,ASSAULT,12
2023-12-01,ASSAULT 3 & RELATED OFFENSES,New York,Violent Crimes,ASSAULT,12
2020-04-01,BATTERY,Illinois,Violent Crimes,BATTERY,56
2020-07-01,ASSAULT,Illinois,Violent Crimes,ASSAULT,53
2020-09-01,BATTERY,Illinois,Violent Crimes,BATTERY,51
2005-07-01,BATTERY,Illinois,Violent Crimes,BATTERY,233
2001-09-01,BATTERY,Illinois,Violent Crimes,BATTERY,279
2020-09-01,BATTERY,Illinois,Violent Crimes,BATTERY,51
2020-08-01,BATTERY,Illinois,Violent Crimes,BATTERY,52
2020-06-01,BURGLARY,Illinois,Property Crimes,BURGLARY,54
2020-05-01,BATTERY,Illinois,Violent Crimes,BATTERY,55
2020-07-01,ASSAULT,Illinois,Violent Crimes,ASSAULT,53
2002-01-01,ASSAULT,Illinois,Violent Crimes,ASSAULT,275
2017-02-01,CRIM SEXUAL ASSAULT,Illinois,Violent Crimes,ASSAULT,94
2020-09-01,ASSAULT,Illinois,Violent Crimes,ASSAULT,51
2020-08-01,BATTERY,Illinois,Violent Crimes,BATTERY,52
2020-09-01,BATTERY,Illinois,Violent Crimes,BATTERY,51
2020-07-01,BATTERY,Illinois,Violent Crimes,BATTERY,53
2020-03-01,BATTERY,Illinois,Violent Crimes,BATTERY,57
2020-04-01,BATTERY,Illinois,Violent Crimes,BATTERY,56
2020-07-01,BATTERY,Illinois,Violent Crimes,BATTERY,53
2020-07-01,BATTERY,Illinois,Violent Crimes,BATTERY,53
2019-02-01,BATTERY,Illinois,Violent Crimes,BATTERY,70
2020-05-01,BATTERY,Illinois,Violent Crimes,BATTERY,55
2020-03-01,BATTERY,Illinois,Violent Crimes,BATTERY,57
2020-07-01,BATTERY,Illinois,Violent Crimes,BATTERY,53
2018-11-01,BURGLARY,Illinois,Property Crimes,BURGLARY,73
2018-12-01,BATTERY,Illinois,Violent Crimes,BATTERY,72
2018-11-01,BURGLARY,Illinois,Property Crimes,BURGLARY,73
2020-03-01,BATTERY,Illinois,Violent Crimes,BATTERY,57
2020-06-01,BATTERY,Illinois,Violent Crimes,BATTERY,54
2008-08-01,BATTERY,Illinois,Violent Crimes,BATTERY,196
2018-11-01,ASSAULT,Illinois,Violent Crimes,ASSAULT,73
2018-04-01,BATTERY,Illinois,Violent Crimes,BATTERY,80
2020-09-01,ASSAULT,Illinois,Violent Crimes,ASSAULT,51
2020-05-01,BATTERY,Illinois,Violent Crimes,BATTERY,55
2020-10-01,BURGLARY,Illinois,Property Crimes,BURGLARY,50
2018-10-01,CRIM SEXUAL ASSAULT,Illinois,Violent Crimes,ASSAULT,74
2020-07-01,ASSAULT,Illinois,Violent Crimes,ASSAULT,53
2020-10-01,BATTERY,Illinois,Violent Crimes,BATTERY,50
2016-10-01,CRIM SEXUAL ASSAULT,Illinois,Violent Crimes,ASSAULT,98
2020-10-01,BATTERY,Illinois,Violent Crimes,BATTERY,50
2020-05-01,BATTERY,Illinois,Violent Crimes,BATTERY,55
2020-07-01,BATTERY,Illinois,Violent Crimes,BATTERY,53
2020-03-01,ASSAULT,Illinois,Violent Crimes,ASSAULT,57
2020-07-01,BATTERY,Illinois,Violent Crimes,BATTERY,53
2018-05-01,BATTERY,Illinois,Violent Crimes,BATTERY,79
2020-09-01,ASSAULT,Illinois,Violent Crimes,ASSAULT,51
2020-08-01,BATTERY,Illinois,Violent Crimes,BATTERY,52
2018-08-01,ASSAULT,Illinois,Violent Crimes,ASSAULT,76
2020-09-01,BATTERY,Illinois,Violent Crimes,BATTERY,51
2020-10-01,BATTERY,Illinois,Violent Crimes,BATTERY,50
2020-07-01,ASSAULT,Illinois,Violent Crimes,ASSAULT,53
2020-06-01,BATTERY,Illinois,Violent Crimes,BATTERY,54
2020-06-01,BATTERY,Illinois,Violent Crimes,BATTERY,54
2020-08-01,BATTERY,Illinois,Violent Crimes,BATTERY,52
2020-03-01,BATTERY,Illinois,Violent Crimes,BATTERY,57
2020-06-01,BURGLARY,Illinois,Property Crimes,BURGLARY,54
2020-03-01,ASSAULT,Illinois,Violent Crimes,ASSAULT,57
2020-08-01,BATTERY,Illinois,Violent Crimes,BATTERY,52
2020-05-01,BATTERY,Illinois,Violent Crimes,BATTERY,55
2020-03-01,BURGLARY,Illinois,Property Crimes,BURGLARY,57
2020-03-01,ASSAULT,Illinois,Violent Crimes,ASSAULT,57
2020-09-01,BATTERY,Illinois,Violent Crimes,BATTERY,51
2020-08-01,BATTERY,Illinois,Violent Crimes,BATTERY,52
2020-05-01,BATTERY,Illinois,Violent Crimes,BATTERY,55
2020-03-01,BATTERY,Illinois,Violent Crimes,BATTERY,57
2020-06-01,BATTERY,Illinois,Violent Crimes,BATTERY,54
2020-05-01,ASSAULT,Illinois,Violent Crimes,ASSAULT,55
2020-10-01,ASSAULT,Illinois,Violent Crimes,ASSAULT,50
2020-05-01,ASSAULT,Illinois,Violent Crimes,ASSAULT,55
2020-08-01,BATTERY,Illinois,Violent Crimes,BATTERY,52
2020-03-01,BATTERY,Illinois,Violent Crimes,BATTERY,57
2020-07-01,BATTERY,Illinois,Violent Crimes,BATTERY,53
2020-10-01,BURGLARY,Illinois,Property Crimes,BURGLARY,50
2020-10-01,BURGLARY,Illinois,Property Crimes,BURGLARY,50
2020-10-01,ROBBERY,Illinois,Violent Crimes,ROBBERY,50
2020-07-01,BATTERY,Illinois,Violent Crimes,BATTERY,53
2020-04-01,BATTERY,Illinois,Violent Crimes,BATTERY,56
2020-04-01,BURGLARY,Illinois,Property Crimes,BURGLARY,56
2020-09-01,BURGLARY,Illinois,Property Crimes,BURGLARY,51
2020-03-01,ASSAULT,Illinois,Violent Crimes,ASSAULT,57
2020-06-01,ROBBERY,Illinois,Violent Crimes,ROBBERY,54
2020-08-01,BATTERY,Illinois,Violent Crimes,BATTERY,52
2020-09-01,ROBBERY,Illinois,Violent Crimes,ROBBERY,51
2020-02-01,ASSAULT,Illinois,Violent Crimes,ASSAULT,58
2020-10-01,ASSAULT,Illinois,Violent Crimes,ASSAULT,50
2020-03-01,BATTERY,Illinois,Violent Crimes,BATTERY,57
2020-06-01,ROBBERY,Illinois,Violent Crimes,ROBBERY,54
2020-05-01,BATTERY,Illinois,Violent Crimes,BATTERY,55
2020-09-01,BATTERY,Illinois,Violent Crimes,BATTERY,51
2020-08-01,ROBBERY,Illinois,Violent Crimes,ROBBERY,52
2020-06-01,BATTERY,Illinois,Violent Crimes,BATTERY,54
2020-05-01,ASSAULT,Illinois,Violent Crimes,ASSAULT,55
2020-10-01,ASSAULT,Illinois,Violent Crimes,ASSAULT,50
2020-05-01,ASSAULT,Illinois,Violent Crimes,ASSAULT,55
2020-03-01,BATTERY,Illinois,Violent Crimes,BATTERY,57
2020-06-01,ASSAULT,Illinois,Violent Crimes,ASSAULT,54
2020-04-01,BURGLARY,Illinois,Property Crimes,BURGLARY,56
2020-09-01,BATTERY,Illinois,Violent Crimes,BATTERY,51
2020-03-01,BURGLARY,Illinois,Property Crimes,BURGLARY,57
2020-10-01,BATTERY,Illinois,Violent Crimes,BATTERY,50
2020-07-01,BURGLARY,Illinois,Property Crimes,BURGLARY,53
2020-07-01,BATTERY,Illinois,Violent Crimes,BATTERY,53
2020-03-01,BURGLARY,Illinois,Property Crimes,BURGLARY,57
2020-05-01,BATTERY,Illinois,Violent Crimes,BATTERY,55
2020-07-01,BATTERY,Illinois,Violent Crimes,BATTERY,53
2020-05-01,ASSAULT,Illinois,Violent Crimes,ASSAULT,55
2020-10-01,ASSAULT,Illinois,Violent Crimes,ASSAULT,50
2020-09-01,BATTERY,Illinois,Violent Crimes,BATTERY,51
2020-03-01,ASSAULT,Illinois,Violent Crimes,ASSAULT,57
2020-07-01,ASSAULT,Illinois,Violent Crimes,ASSAULT,53
2020-05-01,BATTERY,Illinois,Violent Crimes,BATTERY,55
2020-07-01,BURGLARY,Illinois,Property Crimes,BURGLARY,53
2020-08-01,BATTERY,Illinois,Violent Crimes,BATTERY,52
2020-06-01,BATTERY,Illinois,Violent Crimes,BATTERY,54
2020-09-01,BATTERY,Illinois,Violent Crimes,BATTERY,51
2020-03-01,BATTERY,Illinois,Violent Crimes,BATTERY,57
2020-06-01,BURGLARY,Illinois,Property Crimes,BURGLARY,54
2020-04-01,BATTERY,Illinois,Violent Crimes,BATTERY,56
2020-05-01,BATTERY,Illinois,Violent Crimes,BATTERY,55
2020-03-01,BATTERY,Illinois,Violent Crimes,BATTERY,57
2020-04-01,ASSAULT,Illinois,Violent Crimes,ASSAULT,56
2020-10-01,ASSAULT,Illinois,Violent Crimes,ASSAULT,50
2020-04-01,BURGLARY,Illinois,Property Crimes,BURGLARY,56
2020-05-01,BATTERY,Illinois,Violent Crimes,BATTERY,55
2020-05-01,CRIMINAL SEXUAL ASSAULT,Illinois,Violent Crimes,ASSAULT,55
2020-05-01,ROBBERY,Illinois,Violent Crimes,ROBBERY,55
2020-09-01,BATTERY,Illinois,Violent Crimes,BATTERY,51
2020-05-01,ROBBERY,Illinois,Violent Crimes,ROBBERY,55
2020-10-01,ROBBERY,Illinois,Violent Crimes,ROBBERY,50
2020-08-01,BURGLARY,Illinois,Property Crimes,BURGLARY,52
2020-10-01,BURGLARY,Illinois,Property Crimes,BURGLARY,50
2020-06-01,BURGLARY,Illinois,Property Crimes,BURGLARY,54
2020-06-01,BATTERY,Illinois,Violent Crimes,BATTERY,54
2020-08-01,ASSAULT,Illinois,Violent Crimes,ASSAULT,52
2020-03-01,BATTERY,Illinois,Violent Crimes,BATTERY,57
2020-06-01,ROBBERY,Illinois,Violent Crimes,ROBBERY,54
2020-09-01,BATTERY,Illinois,Violent Crimes,BATTERY,51
2020-09-01,BATTERY,Illinois,Violent Crimes,BATTERY,51
2020-03-01,BATTERY,Illinois,Violent Crimes,BATTERY,57
2020-05-01,BURGLARY,Illinois,Property Crimes,BURGLARY,55
2020-06-01,ROBBERY,Illinois,Violent Crimes,ROBBERY,54
2020-10-01,BATTERY,Illinois,Violent Crimes,BATTERY,50
2020-08-01,ASSAULT,Illinois,Violent Crimes,ASSAULT,52
2020-09-01,ROBBERY,Illinois,Violent Crimes,ROBBERY,51
2020-10-01,BATTERY,Illinois,Violent Crimes,BATTERY,50
2020-05-01,ROBBERY,Illinois,Violent Crimes,ROBBERY,55
2020-06-01,ASSAULT,Illinois,Violent Crimes,ASSAULT,54
2020-08-01,BURGLARY,Illinois,Property Crimes,BURGLARY,52
2020-05-01,BURGLARY,Illinois,Property Crimes,BURGLARY,55
2020-08-01,ASSAULT,Illinois,Violent Crimes,ASSAULT,52
2002-02-01,BATTERY,Illinois,Violent Crimes,BATTERY,274
2020-10-01,BURGLARY,Illinois,Property Crimes,BURGLARY,50
2020-07-01,ASSAULT,Illinois,Violent Crimes,ASSAULT,53
2020-03-01,BATTERY,Illinois,Violent Crimes,BATTERY,57
2020-10-01,ROBBERY,Illinois,Violent Crimes,ROBBERY,50
2020-09-01,CRIMINAL SEXUAL ASSAULT,Illinois,Violent Crimes,ASSAULT,51
2020-08-01,BATTERY,Illinois,Violent Crimes,BATTERY,52
2020-04-01,BATTERY,Illinois,Violent Crimes,BATTERY,56
2020-10-01,ROBBERY,Illinois,Violent Crimes,ROBBERY,50
2020-05-01,BATTERY,Illinois,Violent Crimes,BATTERY,55
2015-01-01,CRIM SEXUAL ASSAULT,Illinois,Violent Crimes,ASSAULT,119
2006-07-01,CRIM SEXUAL ASSAULT,Illinois,Violent Crimes,ASSAULT,221
2020-08-01,ROBBERY,Illinois,Violent Crimes,ROBBERY,52
2020-10-01,BATTERY,Illinois,Violent Crimes,BATTERY,50
2020-06-01,BURGLARY,Illinois,Property Crimes,BURGLARY,54
2020-09-01,BATTERY,Illinois,Violent Crimes,BATTERY,51
2020-08-01,ROBBERY,Illinois,Violent Crimes,ROBBERY,52
2020-10-01,ASSAULT,Illinois,Violent Crimes,ASSAULT,50
2020-07-01,BATTERY,Illinois,Violent Crimes,BATTERY,53
2020-03-01,ASSAULT,Illinois,Violent Crimes,ASSAULT,57
2020-10-01,ROBBERY,Illinois,Violent Crimes,ROBBERY,50
2020-08-01,ASSAULT,Illinois,Violent Crimes,ASSAULT,52
2020-08-01,ASSAULT,Illinois,Violent Crimes,ASSAULT,52
2020-09-01,ASSAULT,Illinois,Violent Crimes,ASSAULT,51
2019-04-01,ROBBERY,Illinois,Violent Crimes,ROBBERY,68
2020-10-01,CRIMINAL SEXUAL ASSAULT,Illinois,Violent Crimes,ASSAULT,50
2021-04-01,ROBBERY,Illinois,Violent Crimes,ROBBERY,44
2018-11-01,CRIMINAL SEXUAL ASSAULT,Illinois,Violent Crimes,ASSAULT,73
2018-03-01,CRIM SEXUAL ASSAULT,Illinois,Violent Crimes,ASSAULT,81
2020-07-01,BATTERY,Illinois,Violent Crimes,BATTERY,53
2020-05-01,BURGLARY,Illinois,Property Crimes,BURGLARY,55
2020-07-01,BATTERY,Illinois,Violent Crimes,BATTERY,53
2020-03-01,ASSAULT,Illinois,Violent Crimes,ASSAULT,57
2023-08-01,BATTERY,Illinois,Violent Crimes,BATTERY,16
2017-06-01,CRIM SEXUAL ASSAULT,Illinois,Violent Crimes,ASSAULT,90
2018-06-01,ASSAULT,Illinois,Violent Crimes,ASSAULT,78
2023-09-01,BATTERY,Illinois,Violent Crimes,BATTERY,15
2023-09-01,BATTERY,Illinois,Violent Crimes,BATTERY,15
2023-09-01,BATTERY,Illinois,Violent Crimes,BATTERY,15
2023-09-01,BATTERY,Illinois,Violent Crimes,BATTERY,15
2023-09-01,ASSAULT,Illinois,Violent Crimes,ASSAULT,15
2023-09-01,BATTERY,Illinois,Violent Crimes,BATTERY,15
2020-07-01,BATTERY,Illinois,Violent Crimes,BATTERY,53
2020-03-01,BURGLARY,Illinois,Property Crimes,BURGLARY,57
2020-05-01,CRIMINAL SEXUAL ASSAULT,Illinois,Violent Crimes,ASSAULT,55
2020-08-01,BATTERY,Illinois,Violent Crimes,BATTERY,52
2020-01-01,CRIMINAL SEXUAL ASSAULT,Illinois,Violent Crimes,ASSAULT,59
2020-08-01,BURGLARY,Illinois,Property Crimes,BURGLARY,52
2020-08-01,BATTERY,Illinois,Violent Crimes,BATTERY,52
2020-03-01,BATTERY,Illinois,Violent Crimes,BATTERY,57
2020-07-01,BATTERY,Illinois,Violent Crimes,BATTERY,53
2020-08-01,BATTERY,Illinois,Violent Crimes,BATTERY,52
2015-11-01,ASSAULT,Illinois,Violent Crimes,ASSAULT,109
2020-09-01,ASSAULT,Illinois,Violent Crimes,ASSAULT,51
2020-07-01,BATTERY,Illinois,Violent Crimes,BATTERY,53
2020-03-01,BURGLARY,Illinois,Property Crimes,BURGLARY,57
2020-06-01,ASSAULT,Illinois,Violent Crimes,ASSAULT,54
2020-05-01,BATTERY,Illinois,Violent Crimes,BATTERY,55
2020-09-01,ASSAULT,Illinois,Violent Crimes,ASSAULT,51
2020-04-01,BATTERY,Illinois,Violent Crimes,BATTERY,56
2016-06-01,ROBBERY,Illinois,Violent Crimes,ROBBERY,102
2018-10-01,BATTERY,Illinois,Violent Crimes,BATTERY,74
2018-03-01,CRIM SEXUAL ASSAULT,Illinois,Violent Crimes,ASSAULT,81
2014-03-01,CRIM SEXUAL ASSAULT,Illinois,Violent Crimes,ASSAULT,129
2021-09-01,HOMICIDE,Illinois,Violent Crimes,HOMICIDE,39
2010-11-01,ROBBERY,Illinois,Violent Crimes,ROBBERY,169
2018-05-01,BATTERY,Illinois,Violent Crimes,BATTERY,79
2020-04-01,ASSAULT,Illinois,Violent Crimes,ASSAULT,56
2020-10-01,BURGLARY,Illinois,Property Crimes,BURGLARY,50
2020-08-01,ASSAULT,Illinois,Violent Crimes,ASSAULT,52
2020-06-01,CRIMINAL SEXUAL ASSAULT,Illinois,Violent Crimes,ASSAULT,54
2020-08-01,ASSAULT,Illinois,Violent Crimes,ASSAULT,52
2020-04-01,BATTERY,Illinois,Violent Crimes,BATTERY,56
2023-09-01,BATTERY,Illinois,Violent Crimes,BATTERY,15
2023-09-01,BATTERY,Illinois,Violent Crimes,BATTERY,15
2023-09-01,BATTERY,Illinois,Violent Crimes,BATTERY,15
2023-09-01,BURGLARY,Illinois,Property Crimes,BURGLARY,15
2018-08-01,BATTERY,Illinois,Violent Crimes,BATTERY,76
2020-10-01,ASSAULT,Illinois,Violent Crimes,ASSAULT,50
2023-09-01,ASSAULT,Illinois,Violent Crimes,ASSAULT,15
2023-09-01,ASSAULT,Illinois,Violent Crimes,ASSAULT,15
2023-09-01,BURGLARY,Illinois,Property Crimes,BURGLARY,15
2023-09-01,ASSAULT,Illinois,Violent Crimes,ASSAULT,15
2023-09-01,ASSAULT,Illinois,Violent Crimes,ASSAULT,15
2023-09-01,ROBBERY,Illinois,Violent Crimes,ROBBERY,15
2018-12-01,BATTERY,Illinois,Violent Crimes,BATTERY,72
2023-09-01,BURGLARY,Illinois,Property Crimes,BURGLARY,15
2023-09-01,ASSAULT,Illinois,Violent Crimes,ASSAULT,15
2023-09-01,BATTERY,Illinois,Violent Crimes,BATTERY,15
2023-09-01,BATTERY,Illinois,Violent Crimes,BATTERY,15
2023-09-01,BATTERY,Illinois,Violent Crimes,BATTERY,15
2023-09-01,BURGLARY,Illinois,Property Crimes,BURGLARY,15
2018-11-01,BURGLARY,Illinois,Property Crimes,BURGLARY,73
2023-09-01,ROBBERY,Illinois,Violent Crimes,ROBBERY,15
2023-09-01,ASSAULT,Illinois,Violent Crimes,ASSAULT,15
2023-09-01,BATTERY,Illinois,Violent Crimes,BATTERY,15
2023-09-01,BURGLARY,Illinois,Property Crimes,BURGLARY,15
2023-09-01,BURGLARY,Illinois,Property Crimes,BURGLARY,15
2023-09-01,BATTERY,Illinois,Violent Crimes,BATTERY,15
2023-04-01,KIDNAPPING,Illinois,Violent Crimes,KIDNAPPING,20
2023-09-01,ROBBERY,Illinois,Violent Crimes,ROBBERY,15
2020-04-01,ASSAULT,Illinois,Violent Crimes,ASSAULT,56
2020-07-01,BATTERY,Illinois,Violent Crimes,BATTERY,53
2020-07-01,ASSAULT,Illinois,Violent Crimes,ASSAULT,53
2020-06-01,BATTERY,Illinois,Violent Crimes,BATTERY,54
2023-09-01,ASSAULT,Illinois,Violent Crimes,ASSAULT,15
2018-11-01,ASSAULT,Illinois,Violent Crimes,ASSAULT,73
2020-08-01,BATTERY,Illinois,Violent Crimes,BATTERY,52
2020-10-01,ASSAULT,Illinois,Violent Crimes,ASSAULT,50
2020-09-01,ASSAULT,Illinois,Violent Crimes,ASSAULT,51
2020-03-01,BATTERY,Illinois,Violent Crimes,BATTERY,57
2023-09-01,ROBBERY,Illinois,Violent Crimes,ROBBERY,15
2023-09-01,BATTERY,Illinois,Violent Crimes,BATTERY,15
2023-09-01,ASSAULT,Illinois,Violent Crimes,ASSAULT,15
2023-09-01,ROBBERY,Illinois,Violent Crimes,ROBBERY,15
2008-03-01,CRIM SEXUAL ASSAULT,Illinois,Violent Crimes,ASSAULT,201
2020-07-01,ASSAULT,Illinois,Violent Crimes,ASSAULT,53
2020-10-01,BATTERY,Illinois,Violent Crimes,BATTERY,50
2023-09-01,ARSON,Illinois,Miscellaneous Crimes,ARSON,15
2020-05-01,BURGLARY,Illinois,Property Crimes,BURGLARY,55
2020-03-01,BATTERY,Illinois,Violent Crimes,BATTERY,57
2020-06-01,BATTERY,Illinois,Violent Crimes,BATTERY,54
2020-08-01,BATTERY,Illinois,Violent Crimes,BATTERY,52
2020-09-01,ROBBERY,Illinois,Violent Crimes,ROBBERY,51
2020-05-01,BATTERY,Illinois,Violent Crimes,BATTERY,55
